auditNumber;tranType;pmgPoNumber;vendorNumber;vpcShpPoint;pmgTypeName;orgLvlNumber;capChainName;basUsrName;pmgLcNumber;pmgShipVia;pmgBuyer;vpcAptDesc;pmgFob;currCode;pmgEffectDate;pmgRate;dmtCode;trfAllocId;pmgEntryDate;pmgShipDate;pmgCancelDate;pmgExpRctDate;pmgPayDate;distroId;dateCreated;downloadDate1;downloadDate2;pmgPoNotes;pmgRecvNotes;pmgPisDate;pmgExtRctDate;pmgOtbBudDate;pmgCnclByDate;poAutoRelease;pmgAllocator;pmgRateOverride;applyVpcChgalw;pmgExtPoNum;jdaOrigin;pmgCnlReasCd;pmgReqFlag;pmgSuppChnCode;pmgConsolCenter;pmgFmtCode;pmgTaxExcHm;pmgTaxExcLc;pmgTaxExcPo;pmgTotTaxHm;pmgTotTaxPo;frtTermsDesc;shipViaDesc;fobTermsDesc;poeCntryName;poeCity;pmgReallocate;threadId;pmgAdvRplRefNbr;batchNum
2717;A;0;566            ;;Importada                               ;70;;JDA User;PI88888;;JDA User;TRANSF BANCARIA 60 DIAS  ;;;;;2;;20230525;20240415;;20240601;;;20230525;;;;;;;;;T;;;;1819                ;F;;;;;;;;;;;;;;;;;;;2716
