auditNumber;tranType;orgLvlNumber;prdLvlNumber;pmgPoNumber;pmgLineNumber;pmgDtlTechKey;fieldCode;entityName;value;valErrCode;dateCreated;downloadDate1;downloadDate2;vendorNumber;vpcShpPoint;vpcCasePackId;prdLvlId;orgLvlId;pmgExtPoNum;batchNum
2725;A;;;;;;PE;PMGHDREE;QI;;20230525;;;;;;;;1819                ;2721
