auditNumber,tranType,pmgSeqNum,pmgPoNumber,pmgLineNumber,prdLvlNumber,orgLvlNumber,pmgDtlType,vpcCasePackId,prdUpc,pmgSellQty,pmgPackQty,pmgSellCost,pmgPackCost,pmgResSellQty,pmgRetail,vpcAptDesc,pmgPayDate,pmgCallOffPo,dmtCode,trfAllocId,pmgShipDate,pmgExpRctDate,pmgCancelDate,pmgManualDist,distroId,pmgShipVia,pmgFob,rcvQcExp,stylePrdLvlNbr,pmgTrackCode,dateCreated,downloadDate1,downloadDate2,pmgPoNotes,pmgRecvNotes,pmgPisDate,pmgExtRctDate,pmgOtbBudDate,pmgAllocator,prdCrossDock,pmgCnclByDate,pmgApplyDcPack,pmgDcPackQty,vpcCaseQty,vpcCaseStdPack,pmgDistSellQty,pmgDtlTechKey,pmgExtPoNum,pmgLocCurr,pmgTaxExcHm,pmgTaxExcLc,pmgTaxExcPo,pmgTotTaxHm,pmgTotTaxPo,pmgSpreadMult,frtTermsDesc,shipViaDesc,fobTermsDesc,pmgPrdVendor,pmgReallocate,pmgAalMethod,pmgApplyBuyMultiple,netCostFlag,pmgPackNetCost,nombreArchivo,fechaSstage,fechaPermanente,fechaBackup
2602,A,0,0,1,,70,1,ZOPTFCRV24-GJ30 VERDE    ,,,115,,35,,,,,,2,,,,,,,,,,,,20230523,,,,,,,,,,,,,,,,,3543                ,,,,,,,,,,,,,,,,,,,,2023-05-23 19:32:48.0
