auditNumber;tranType;orgLvlNumber;prdLvlNumber;pmgPoNumber;pmgLineNumber;pmgDtlTechKey;fieldCode;entityName;value;valErrCode;dateCreated;downloadDate1;downloadDate2;vendorNumber;vpcShpPoint;vpcCasePackId;prdLvlId;orgLvlId;pmgExtPoNum;batchNum;nombreArchivo;fechaSstage;fechaPermanente;fechaBackup
2703;A;;;;;;PE;PMGHDREE;QI;;20230525;;;;;;;;3543                ;2700;;;;2023-05-25 13:41:03.0
