auditNumber;tranType;pmgPoNumber;vendorNumber;vpcShpPoint;pmgTypeName;orgLvlNumber;capChainName;basUsrName;pmgLcNumber;pmgShipVia;pmgBuyer;vpcAptDesc;pmgFob;currCode;pmgEffectDate;pmgRate;dmtCode;trfAllocId;pmgEntryDate;pmgShipDate;pmgCancelDate;pmgExpRctDate;pmgPayDate;distroId;dateCreated;downloadDate1;downloadDate2;pmgPoNotes;pmgRecvNotes;pmgPisDate;pmgExtRctDate;pmgOtbBudDate;pmgCnclByDate;poAutoRelease;pmgAllocator;pmgRateOverride;applyVpcChgalw;pmgExtPoNum;jdaOrigin;pmgCnlReasCd;pmgReqFlag;pmgSuppChnCode;pmgConsolCenter;pmgFmtCode;pmgTaxExcHm;pmgTaxExcLc;pmgTaxExcPo;pmgTotTaxHm;pmgTotTaxPo;frtTermsDesc;shipViaDesc;fobTermsDesc;poeCntryName;poeCity;pmgReallocate;threadId;pmgAdvRplRefNbr;batchNum;nombreArchivo;fechaSstage;fechaPermanente;fechaBackup
2701;A;0;1258           ;;Importada                               ;70;;JDA User;23AM45F2336;;JDA User;TRANSF BANCARIA 90 DIAS  ;;;;;2;;20230525;20230827;;20231018;;;20230525;;;;;;;;;T;;;;3543                ;F;;;;;;;;;;;;;;;;;;;2700;;;;2023-05-25 13:41:03.0
