auditNumber,tranType,orgLvlNumber,prdLvlNumber,pmgPoNumber,pmgLineNumber,pmgDtlTechKey,fieldCode,entityName,value,valErrCode,dateCreated,downloadDate1,downloadDate2,vendorNumber,vpcShpPoint,vpcCasePackId,prdLvlId,orgLvlId,pmgExtPoNum,batchNum,nombreArchivo,fechaSstage,fechaPermanente,fechaBackup
2599,A,,,,,,PE,PMGHDREE,QI,,20230523,,,,,,,,3543                ,2596,,,,2023-05-23 19:28:52.0
