auditNumber,tranType,orgLvlNumber,prdLvlNumber,pmgPoNumber,pmgLineNumber,pmgDtlTechKey,fieldCode,entityName,value,valErrCode,dateCreated,downloadDate1,downloadDate2,vendorNumber,vpcShpPoint,vpcCasePackId,prdLvlId,orgLvlId,pmgExtPoNum,batchNum,nombreArchivo,fechaSstage,fechaPermanente,fechaBackup
2623,A,,,,,,PE,PMGHDREE,QI,,20230524,,,,,,,,3543                ,2620,,,,2023-05-24 10:30:06.0
