auditNumber;tranType;pmgPoNumber;vendorNumber;vpcShpPoint;pmgTypeName;orgLvlNumber;capChainName;basUsrName;pmgLcNumber;pmgShipVia;pmgBuyer;vpcAptDesc;pmgFob;currCode;pmgEffectDate;pmgRate;dmtCode;trfAllocId;pmgEntryDate;pmgShipDate;pmgCancelDate;pmgExpRctDate;pmgPayDate;distroId;dateCreated;downloadDate1;downloadDate2;pmgPoNotes;pmgRecvNotes;pmgPisDate;pmgExtRctDate;pmgOtbBudDate;pmgCnclByDate;poAutoRelease;pmgAllocator;pmgRateOverride;applyVpcChgalw;pmgExtPoNum;jdaOrigin;pmgCnlReasCd;pmgReqFlag;pmgSuppChnCode;pmgConsolCenter;pmgFmtCode;pmgTaxExcHm;pmgTaxExcLc;pmgTaxExcPo;pmgTotTaxHm;pmgTotTaxPo;frtTermsDesc;shipViaDesc;fobTermsDesc;poeCntryName;poeCity;pmgReallocate;threadId;pmgAdvRplRefNbr;batchNum;nombreArchivo;fechaSstage;fechaPermanente;fechaBackup
2646;A;0;1258           ;;Importada                               ;70;;JDA User;23AM45F2336;;JDA User;TRANSF BANCARIA 90 DIAS  ;;;;;2;;20230524;20230827;;20231018;;;20230524;;;;;;;;;T;;;;3543                ;F;;;;;;;;;;;;;;;;;;;2645;;;;2023-05-24 17:23:38.0
